Down,Distance,Yardline,EP
1,20,99,-0.700961
1,19,99,-0.357582
1,15,99,-0.35744
1,13,99,-0.0665516
1,10,99,-0.0116895
1,7,99,0.107626
1,4,99,0.137877
1,2,99,0.0997342
1,1,99,0.139281
1,20,98,-0.37137
1,19,98,-0.530719
1,15,98,-0.53664
1,13,98,-0.17686
1,10,98,-0.0727723
1,7,98,0.136008
1,4,98,0.168221
1,2,98,-0.0517286
1,1,98,0.298388
2,2,99,-0.0736819
3,2,99,-0.190954
3,1,98,0.0524953
4,1,98,-0.382162
1,20,97,-0.570205
1,19,97,-0.493085
1,17,97,-0.368801
1,15,97,-0.144572
1,13,97,-0.0649995
1,7,97,0.16259
1,4,97,0.321765
1,3,97,0.303883
1,2,97,0.420862
1,10,97,0.0888922
1,1,97,0.38551
2,2,98,0.0755573
2,3,99,-0.101617
3,2,98,-0.131532
3,1,97,0.190631
4,3,99,-1.61846
4,1,97,-0.457825
1,20,96,-0.507456
1,19,96,-0.407393
1,17,96,-0.138339
1,15,96,-0.385424
1,13,96,-0.0321868
1,7,96,0.374251
2,7,99,-0.229214
1,2,96,0.462663
2,4,98,-0.0300987
1,10,96,0.223714
1,1,96,0.317154
2,4,99,-0.174685
2,2,97,0.29588
2,3,98,0.106127
3,2,97,0.0542809
3,4,99,-0.650814
3,1,96,0.212845
4,3,98,-1.73216
1,19,95,-0.272382
1,17,95,-0.357259
2,20,99,-1.18737
1,15,95,-0.180144
1,13,95,0.0852635
2,13,98,-0.748063
2,10,99,-0.669896
1,4,95,0.469476
2,3,96,0.323331
1,1,95,0.35154
2,3,97,0.181153
2,2,96,0.285905
2,1,95,0.333939
3,4,98,-0.481833
3,2,96,0.0811028
3,5,99,-0.753792
4,5,99,-2.2928
4,1,95,-0.349713
1,19,94,-0.131994
1,17,94,-0.0922019
1,15,94,0.162377
1,13,94,0.0666404
2,15,99,-1.27934
1,4,94,0.507708
2,4,96,0.186883
1,14,96,0.00618823
2,8,98,-0.306788
2,6,98,-0.170134
1,1,94,0.602916
2,2,95,0.321503
2,4,97,0.135293
3,4,97,-0.314712
3,2,95,0.200371
3,5,98,-0.524266
4,5,98,-2.0798
4,2,95,-0.8607
4,1,94,-0.241654
1,19,93,-0.311811
2,24,99,0
2,23,98,0
1,17,93,-0.0332707
1,15,93,0.0244472
2,16,96,-0.771885
2,12,97,-0.689793
1,4,93,0.463247
2,7,96,0.00024782
1,14,97,-0.123384
2,6,99,-0.332901
2,8,97,-0.106452
2,7,98,-0.17287
2,4,95,0.323998
1,1,93,0.530717
2,2,94,0.412964
2,2,93,0.434621
3,8,99,-1.44694
3,4,96,-0.266526
3,1,95,0.217227
3,7,99,-1.12722
3,2,94,0.198101
3,5,97,-0.5007
4,13,99,-2.47317
4,7,99,-2.56862
4,5,97,-1.85304
4,3,95,-1.41076
4,1,93,-0.270154
2,24,96,0
1,19,92,-0.0943692
2,23,96,0
1,17,92,-0.0975721
1,15,92,0.141658
2,16,98,-1.08578
2,17,99,-1.07402
1,4,92,0.694831
1,1,92,0.503562
1,14,99,-0.320258
2,6,97,0.0373826
2,8,99,-0.430213
2,1,92,0.461201
3,1,94,0.331997
3,7,98,-1.17007
3,4,95,-0.168713
3,2,93,0.28536
3,5,96,-0.535766
4,14,99,-2.61481
4,13,98,-2.54431
4,5,96,-1.90729
4,7,98,-2.57758
4,8,99,-2.61191
4,3,94,-1.41859
4,1,92,-0.28891
1,19,91,-0.11466
1,17,91,0.226572
1,15,91,0.255222
1,13,91,0.108602
2,18,99,-1.12023
2,14,95,-0.587285
2,16,99,-0.967477
2,10,94,-0.222836
1,4,91,0.661129
1,14,98,-0.292743
2,6,96,0.0797942
2,8,96,-0.0911337
2,4,93,0.38697
1,1,91,0.665441
2,7,97,-0.141767
2,4,94,0.335215
2,2,92,0.465228
3,15,99,-2.08724
2,25,97,0
2,1,91,0.604982
3,1,93,0.373427
3,7,97,-0.952386
3,4,94,-0.185517
3,5,95,-0.392535
3,9,99,-1.61248
3,8,98,-1.24897
3,2,92,0.295257
4,21,99,0
4,13,97,-2.4486
4,14,98,-2.52955
3,1,91,0.475905
4,7,97,-2.4686
4,8,98,-2.57617
4,9,99,-2.64001
4,3,93,-1.34331
4,5,95,-1.99614
4,1,91,-0.139595
1,19,90,0.127758
2,28,99,0
1,17,90,0.0242932
2,24,97,0
1,15,90,0.21775
2,23,99,0
2,15,95,-0.844261
2,13,93,-0.356307
2,18,98,-0.945036
2,17,98,-1.0397
1,4,90,0.729634
2,10,98,-0.440393
1,1,90,0.731701
2,2,91,0.505079
3,16,99,-1.80648
3,15,98,-1.98474
2,1,90,0.648772
3,1,92,0.472831
3,7,96,-0.884168
3,6,95,-0.584816
3,5,94,-0.401424
3,9,98,-1.45499
3,8,97,-1.20835
3,4,93,-0.152974
3,2,91,0.331388
